Unnamed: 0,filename,jitter,shimmer,HNR,nVB,perVB,med,mean,std,min,max,twenty_five,seventy_five,total_duration,speech_duration,speaking_rate,articulation_rate,npause,asd,phon_ratio,pause_dur,PCT,PCC,PCV,vowel_space,VAI,FCR,F2,0,1,2,3,4,5,6,7,8,9,10,11,12,jit-z,shim-z,hnr-z,nVb-z,perVb-z,med-z,avg-z,std-z,min-z,max-z,25-z,75-z,vsa-z,fcr-z,vai-z,f2Ratio-z,PCT-z,PCC-z,PCV-z,tD-z,sD-z,sR-z,aR-z,jitt_p,shim_p,hnr_p,nVb_p,perVb_p,med_p,avg_p,std_p,min_p,max_p,tf_p,sf_p,vsa_p,fcr_p,vai_p,f2Ratio_p,PCT_p,PCC_p,PCV_p,tD_p,sD_p,sR_p,aR_p
0,test1_210930_3_para1,2.36,12.75,10.91,14,21.45,186.86,211.87,98.72,51.32,624.82,119.09,405.84,6.68,6.68,6.29,6.29,0,0.16,1.0,0.0,87.69,85.0,92.0,22528.45,0.59,1.7,1.1,-652.567017,180.952225,-12.637395,24.824978,37.580936,-12.892308,6.184769,13.851933,-5.903883,7.180189,5.2378269999999985,-4.289868,9.698236,0.9206349206349204,1.995967741935484,-1.525,0.9158878504672896,0.0,-0.048841218157440774,0.0,0.0,-0.9616490891658676,0.0,-0.47455655713870293,0.0,-0.8507549498483382,0.8125,-0.9333333333333335,-0.9999999999999996,0.0,0.0,0.0,0.0,0.36036036036036023,0.0,0.0,35,4,12,35,100,96,100,100,33,100,63,100,39,41,35,31,100,100,100,100,71,100,100
