filename,jitter,shimmer,HNR,nVB,perVB,med,mean,std,min,max,twenty_five,seventy_five
test1_210930_3_para1,2.36,12.75,10.91,14,21.45,186.86,211.87,98.72,51.32,624.82,119.09,405.84
