category,filename,jitter,shimmer,HNR,nVB,perVB,med,mean,std,min,max,total_duration,speaking_rate,articulation_rate,PCT,PCC,PCV,vowel_space,VAI,FCR,F2,0,1,2,3,4,5,6,7,8,9,10,11,12
2,M0001_CS_0001,1.88,7.53,17.19,10,22.65,206.09,203.77,61.1,87.17,459.51,13.89,1.37,3.59,26.19,26.92,25,19727.17,0.61,1.65,1.24,-759.550903,75.914314,-0.335523,29.283253,0.793017,5.887774,1.541215,-0.261987,1.051983,-3.006911,-1.682494,-3.910572,-1.297396
2,M0001_CS_0002,1.65,7.14,17.73,10,21.02,216.55,207.77,61.04,79.73,485.7,8.62,3.02,5.3,34.15,33.33,35.29,30321.39,0.63,1.59,1.3,-771.524109,82.965172,6.380636,20.76321,-0.166919,1.252722,-2.895018,-3.203144,1.841805,-1.858849,-4.052107,-4.803198,1.021848
2,M0001_CS_0003,2.24,6.23,15.07,16,32.07,196.66,195.68,65.02,59.13,572.03,9.22,2.38,4.68,17.95,13.64,23.53,29286,0.63,1.59,1.15,-703.304321,84.511055,-15.213806,34.783749,-5.17196,10.235545,-5.667877,1.91163,1.848705,-3.523732,0.601139,-6.841975,0.365209
2,M0001_CS_0004,1.83,8.25,16.2,6,14.15,204.75,207.85,66.76,86.32,624.75,7.4,2.16,3.71,20,23.81,14.29,76399.67,0.66,1.51,1.13,-717.548279,91.35939,-7.955005,29.358757,-3.260413,8.330824,-3.733223,-2.049478,1.69748,-1.786757,0.721585,-2.505071,0.706195
2,M0001_CS_1001,2.46,8.2,14.76,13,39.9,179.2,194.35,87.79,52.71,608.03,11.36,2.11,5.52,26.19,26.92,25,73543.5,0.76,1.32,1.63,-691.857178,100.087425,-9.904368,36.055122,-1.245488,12.768849,-1.639493,1.09006,2.707649,-1.116659,1.058633,-2.286414,1.917368
2,M0001_CS_1002,1.97,9.28,14.68,13,26.37,182.35,197.29,113.34,54.62,633.77,8.19,2.81,5.16,34.15,33.33,35.29,43211.75,0.61,1.64,1.23,-746.140076,95.684608,7.526731,29.207878,6.391913,9.343499,1.402379,-1.097261,2.02483,0.0145,-1.475222,-2.57305,3.86573
2,M0001_CS_1003,2.48,8.85,13.99,12,38.73,202.63,198.69,72.27,74.26,619.1,9,2.33,5.19,12.82,13.64,11.76,58914.75,0.58,1.73,1.19,-704.743774,86.680832,-8.145629,37.15823,-3.852245,13.757371,-3.541218,2.398132,0.95067,-1.526992,1.516097,-7.902194,1.512597
2,M0001_CS_1004,1.68,6.98,16.27,9,15.42,192.59,195.12,40.23,61.11,328.59,6.85,2.19,3.77,34.29,33.33,35.71,4996.79,0.57,1.76,0.94,-706.168945,99.303917,-5.60388,28.621674,-5.075989,9.252286,-4.605322,1.452251,4.82212,-3.710966,0.051007,-1.429802,0.678732
1,M0003_CS_0001,1.26,5.6,18.84,13,41.31,227.31,217.53,48.32,71.51,479.75,15.52,2,4.14,92.86,92.31,93.75,7580.44,0.43,2.3,0.81,-738.58252,70.156578,-17.337896,32.8396,5.753555,6.861405,-5.580993,1.381658,1.410515,-6.797245,-3.103959,-4.226878,-2.599459
1,M0003_CS_0002,1.27,6.3,16.97,16,41.96,177.94,182.62,45.09,82.03,502.08,9.99,2,3.87,97.56,100,94.12,145196.6,0.73,1.38,1.7,-751.48114,78.04171,-8.649705,28.576702,9.34193,2.656601,-3.313168,7.585338,1.359245,-6.410752,-2.846853,-6.703595,-2.896127
1,M0003_CS_0003,1.18,4.84,17.24,19,53.94,190.94,201.98,58.32,65.81,610.89,14.13,1.7,4.36,51.28,54.55,47.06,10558.38,0.69,1.44,1.55,-759.037964,61.782791,-10.499539,31.626436,3.638537,11.142656,0.339688,2.214714,4.646976,-2.242198,-0.275676,-2.22467,-3.835403
1,M0003_CS_0004,1.04,5.37,17.5,19,47.75,209.26,222.37,67.52,88.19,597.68,14.48,1.8,4.53,94.29,95.24,92.86,22399.96,0.7,1.43,1.66,-777.327576,61.822098,-7.680694,19.824144,-1.922739,4.499338,-2.371951,1.54098,3.941401,-5.356366,-1.774492,-1.297456,-1.21086
1,M0003_CS_1001,1.3,5.38,17.5,8,18.58,215.73,202.34,48.48,51.88,378.71,9.51,3.05,4.48,83.33,80.77,87.5,22466.52,0.73,1.38,1.4,-710.488342,79.136948,-27.388258,33.754799,5.811366,1.464736,-11.403445,4.331014,-1.911386,-8.181249,-0.730229,-9.508391,-2.46105
1,M0003_CS_1002,1.07,5.37,18.94,13,27.9,161.04,158.49,36.2,52.83,499.82,11.6,2.24,3.39,100,100,100,167712.15,0.89,1.12,2.22,-726.459045,92.622513,-14.402722,30.174084,12.210891,1.488315,-5.739564,7.795547,3.818642,-8.407448,-3.719536,-10.950462,-3.685968
1,M0003_CS_1003,1.33,5.34,15.96,17,42.85,151.92,160.95,75.8,60.86,510.94,11.87,1.77,3.3,61.54,50,76.47,48838.25,0.59,1.69,1.06,-750.748779,78.392914,-14.001137,26.109114,10.304386,0.787528,-5.136784,3.665161,-0.132148,-5.365442,-0.460927,-7.386827,-3.240424
1,M0003_CS_1004,1.01,4.86,19.39,12,35.98,195.26,192.96,50.89,58.92,501.6,11.03,1.72,3.4,100,100,100,50450.46,0.73,1.36,1.68,-774.147339,77.686417,-4.945707,15.126665,-0.654052,-7.684179,-3.976809,2.379641,-1.612392,-4.584321,-2.128267,-6.374725,0.043089
1,M0006_CS_0001,2.4,12.35,12.17,11,29.63,134.15,140.55,37.75,64.5,340.91,9.67,3.2,5.99,54.76,53.85,56.25,102906.1,0.85,1.17,2.01,-729.543762,96.592979,5.857113,36.869682,6.652605,15.052758,5.42112,-1.983886,-2.480539,-3.5797,-2.950044,-4.848433,-2.553506
1,M0006_CS_0002,2.31,12.09,13.25,10,24.06,130.77,152.19,84.2,67.9,607.57,7.07,2.97,4.73,43.9,41.67,47.06,112692.71,0.81,1.23,2.06,-725.042419,105.601051,8.848951,33.117149,1.059217,11.309827,7.900551,-3.856447,-3.253194,-3.363144,-8.009096,-3.705165,3.639618
1,M0006_CS_0003,2.21,11.39,12.76,13,36.03,127.77,135.09,56.07,51.78,559.53,7.62,3.41,5.78,74.36,81.82,64.71,183162.31,0.48,2.1,0.74,-701.535889,102.817787,-5.173505,33.082298,1.485229,14.891349,3.857231,-2.357635,-4.769284,-0.165552,-4.103043,-8.368874,0.855286
1,M0006_CS_0004,2.62,11.72,11.9,6,20.86,128.56,142.45,77.22,48.71,527.5,5.54,3.79,6.03,100,100,100,86679.38,0.59,1.7,1.06,-685.112183,110.959084,-1.506507,34.393982,-6.596574,12.128761,7.075047,2.288184,-7.711582,-4.024309,-3.200301,-2.664058,2.020044
1,M0006_CS_1001,2.67,10.62,12.69,8,26.4,132.97,134.74,22.91,53.65,220,7.25,4.14,6.76,71.43,73.08,68.75,20386.73,0.76,1.32,1.79,-733.23175,95.115005,0.282711,33.004848,8.007091,10.315454,3.353686,-3.260611,-4.443113,-4.800758,-5.383561,-5.286675,-4.742291
1,M0006_CS_1002,2.19,13.37,14.42,4,13.71,132.03,157.47,97.14,103.9,510.59,5.04,4.16,5.74,68.29,66.67,70.59,79821.32,0.68,1.46,1.62,-732.670593,104.067841,9.328364,29.260328,0.139626,7.098601,4.184748,-4.377926,-3.173417,-1.246804,-7.632078,-6.077339,1.303447
1,M0006_CS_1003,2.35,11.41,12.66,7,22.36,136.34,139,26.39,86.93,291.87,7.08,3.53,6.24,64.1,63.64,64.71,48367.94,0.5,1.99,0.88,-709.886719,95.08313,-3.453888,34.592457,-1.380753,11.182799,2.478181,-0.128584,-5.590851,-2.685155,-5.874693,-8.063909,-0.44347
1,M0006_CS_1004,2.48,10.93,12.19,6,16.71,142.13,156.14,81.15,50.47,614.1,4.99,3.61,6.23,100,100,100,71875.21,0.72,1.39,1.59,-687.203247,113.299179,1.941064,34.415031,-4.399271,12.423026,4.12482,2.633898,-4.680229,-6.203227,-6.227934,-2.604877,0.505239
2,M0009_CS_0001,1.51,8.85,16.24,6,16.45,140.12,148.59,60.31,109.32,597.37,7.11,2.81,4.5,47.62,38.46,62.5,97928.08,0.68,1.47,1.33,-699.616516,103.637909,-8.657441,31.044712,3.284392,13.18801,-6.423157,-6.48268,-0.152093,-4.484637,-1.000452,-3.563016,-4.72633
2,M0009_CS_0002,1.52,7.58,18.16,7,31.98,134.9,135.42,30.7,63.19,398.81,7.96,2.01,3.47,75.61,75,76.47,8626.08,0.51,1.96,1.05,-744.005859,94.120567,2.801533,30.636648,6.436625,9.161574,6.467067,-4.414195,-6.255916,-4.409278,1.833818,-1.089571,-5.590888
2,M0009_CS_0003,1.72,8.25,16.82,8,19.11,138.65,134.49,15.86,60.16,167.13,6.63,2.26,4.14,23.08,18.18,29.41,23339.62,0.67,1.49,1.45,-701.832703,100.889038,-7.962215,38.151146,7.780886,12.176112,-3.690254,-5.435236,-2.092775,-6.157422,-2.633998,-0.943338,-2.731339
2,M0009_CS_0004,2.08,7.84,17.32,7,12.95,139.37,151.24,58.04,106.92,533.83,6.13,2.77,4.45,77.14,85.71,64.29,19421.25,0.61,1.63,1.3,-681.490112,113.29705,-1.895567,39.682762,6.016387,20.912786,-0.327506,-3.325296,-3.789072,-7.705951,0.96724,-2.01228,-5.212964
2,M0009_CS_1001,1.53,8.23,16.36,5,31.31,134.28,134.76,14.89,54.11,188.31,7.68,2.34,4.39,26.19,26.92,25,98641.23,0.83,1.21,1.66,-716.820557,99.841942,-7.312883,27.377676,4.33568,8.992811,-2.290931,-5.001594,-4.243975,-3.231379,-1.454735,-4.719112,-5.046531
2,M0009_CS_1002,1.82,7.33,15.82,7,32.69,132.86,131.11,25.93,57.37,310.98,7.35,2.45,4.45,41.46,33.33,52.94,23575.93,0.69,1.45,1.49,-732.591553,99.443176,5.35358,29.966021,3.780943,10.051328,-0.685791,-3.177506,0.664784,-3.166757,-0.393319,-3.812562,-6.096333
2,M0009_CS_1003,1.69,8.09,15.73,5,18.7,127.2,125.75,9.66,92.37,168.26,6.8,2.5,4.16,33.33,27.27,41.18,17103,0.59,1.7,1.22,-688.24231,111.833565,-7.760745,38.214748,6.259168,10.448646,-1.933544,-3.75207,-4.026757,-6.380625,-0.495582,-5.262727,-1.178011
2,M0009_CS_1004,1.69,7.16,16.45,4,17.7,122.97,124.97,13.3,88.74,161.88,5.08,2.36,3.87,62.86,66.67,57.14,21484.5,0.56,1.79,1.26,-674.016174,118.411514,-10.526583,40.548058,6.960027,9.777866,2.217406,-3.603154,-5.933736,-1.844797,0.231783,-4.096195,-2.616863
2,M0010_CS_0001,0.8,5.68,18.91,13,24.92,109.17,115.4,47.63,80.17,598.63,15.87,1.95,2.89,19.05,15.38,25,10618.21,0.46,2.16,0.86,-646.305298,133.570358,-13.391265,30.324835,0.905093,20.649183,3.308491,6.407126,8.32806,-5.927966,2.459315,2.735647,-0.078847
2,M0010_CS_0002,0.81,5.57,19.71,10,27.55,112.31,118.17,56,45.43,638.6,13.72,1.68,2.44,14.63,12.5,17.65,47706.89,0.78,1.28,1.9,-650.28064,132.999664,-9.472095,36.704456,-0.166878,16.727203,6.812196,2.841354,10.637619,1.77784,-3.385816,-1.384838,0.377752
2,M0010_CS_0003,0.9,6.36,18.82,13,30.44,115.13,121.44,53.79,78.5,611.16,14.22,1.41,2.24,25.64,27.27,23.53,47664.81,0.45,2.24,0.83,-657.614075,120.211243,-11.908863,37.205269,-2.609371,19.687946,8.254113,4.451736,7.155119,-2.386198,-2.480643,1.778409,0.514034
2,M0010_CS_0004,0.71,6.9,19.15,6,22.96,110.83,110.89,7.66,85.5,128.98,11.82,1.61,2.49,48.57,47.62,50,7553.62,0.64,1.56,1.32,-665.417542,137.133972,-4.335629,23.75168,-4.528341,16.682112,7.958695,5.818705,10.726381,-5.716949,0.11056,4.166987,2.505634
2,M0010_CS_1001,0.83,4.69,20.43,14,24.51,118.72,129.94,62.4,69.88,608.43,14.23,1.55,2.45,33.33,26.92,43.75,4337.94,0.46,2.19,0.83,-686.576904,124.586563,-6.100752,23.526171,4.02199,21.663282,5.853426,0.855278,12.195083,-5.184283,-3.820004,2.690039,-1.465746
2,M0010_CS_1002,0.63,4.84,20.69,8,22.52,118.45,120.08,21.8,97.04,426.84,12.5,1.92,2.67,7.32,4.17,11.76,1824.89,0.47,2.14,1.02,-655.645874,135.886841,-7.231414,32.644432,0.577086,19.242849,4.981959,0.410645,15.299819,-2.186158,-10.227416,-2.732283,1.744813
2,M0010_CS_1003,1.02,5.97,19.76,15,30.94,120.83,132.23,68.96,87.49,622.16,13.59,1.99,3.09,17.95,22.73,11.76,68048.44,0.61,1.63,1.16,-666.949768,124.831474,-10.480081,26.410263,-3.231981,19.061314,4.680395,2.352451,9.224611,-4.888307,-4.461426,2.260507,0.305251
2,M0010_CS_1004,1.08,5.15,19.28,10,19.99,118.74,126.15,43.11,55.42,493.37,10.57,1.61,2.51,42.86,42.86,42.86,25459.42,0.67,1.5,1.64,-676.088379,134.580795,-3.514482,16.548424,-1.909541,19.857935,5.141078,7.325021,14.098404,-4.31214,0.452903,6.498169,0.488052
2,M0012_CS_0001,1.35,8.2,15.64,6,23.06,143.13,145.21,15.42,109.72,192.36,5.8,2.59,3.97,50,57.69,37.5,105038,0.67,1.48,1.27,-733.846863,98.833549,-1.826696,23.248732,0.278653,0.224948,-9.775153,-6.561536,-0.293718,-7.69074,-3.402874,-4.572245,-3.069062
2,M0012_CS_0002,1.52,8.4,15.76,11,39.99,158.89,165.19,37.74,64.15,397.75,7.94,2.27,4.35,60.98,58.33,64.71,7225.99,0.56,1.79,1.09,-762.700378,77.196243,9.585273,23.224018,-8.658152,6.659409,-8.000925,-5.242054,0.02086,-6.346894,-1.615944,-0.985148,-0.084569
2,M0012_CS_0003,1.17,6.51,15.61,11,41.1,175.59,173.6,19.82,114.21,216.93,10.22,1.96,3.94,25.64,22.73,29.41,1422.44,0.54,1.86,0.97,-773.773376,68.208153,-4.495449,16.203875,-3.582097,1.148316,-11.538329,-3.365718,1.380815,-9.073069,-2.12843,0.893444,-1.831632
2,M0012_CS_0004,1.47,5.09,15.92,7,33.43,160.35,161.63,28.94,55.58,214.09,6.55,1.98,3.69,77.14,80.95,71.43,48661.42,0.77,1.29,1.43,-721.455627,88.169815,-12.006994,19.834761,-12.596992,0.415683,-10.063125,-3.485138,0.920642,-6.211908,-0.159941,1.094607,-1.173455
2,M0012_CS_1001,1.18,6.33,17.14,10,24.45,148.88,151.18,42.84,88.38,556.59,6.24,2.4,3.38,50,46.15,56.25,61885.73,0.64,1.57,1.14,-695.639709,100.500404,-16.097097,31.600567,-1.365405,-2.657239,-17.247818,-5.028451,-0.250623,-10.708401,-2.035491,-2.648819,-5.685038
2,M0012_CS_1002,1.52,6.93,16.43,9,40.24,152.96,151.22,20.76,76.08,193.25,8.91,1.91,4.31,65.85,66.67,64.71,163037.36,0.7,1.44,1.6,-753.976868,69.262039,-0.790084,29.831964,-6.252581,5.853049,-5.764965,-3.416971,-1.540524,-4.670991,-0.568163,-1.508904,-0.876895
2,M0012_CS_1003,1.48,6.73,15.75,12,35.2,166.4,169.15,39.01,118.69,462.3,7.16,2.51,3.86,53.85,59.09,47.06,46535.5,0.63,1.6,1.13,-712.570984,88.528091,-10.140899,29.166819,-7.114498,6.055978,-10.781799,-6.7478,-1.776139,-8.075755,-1.734335,-0.621306,-3.524128
2,M0012_CS_1004,1.5,4.84,16.11,6,17.15,154.18,155.01,26.98,51.09,298.92,5.1,1.77,2.74,77.14,76.19,78.57,12917,0.6,1.68,1.08,-700.727966,100.206581,-17.406918,21.134346,-10.249515,-2.173391,-9.913161,-3.106006,0.022109,-5.241389,0.286946,-1.932421,-0.164006
2,M0013_CS_0001,1.78,7.8,9.98,10,51.4,186.1,175.17,44.74,60.11,231.26,9.55,2.2,6.31,23.81,26.92,18.75,37917.12,0.58,1.74,1.15,-687.427551,103.426605,-19.905951,33.355244,7.678829,7.320032,1.061486,9.519315,2.47966,2.283527,3.383414,-0.754899,4.587334
2,M0013_CS_0002,1.49,8.96,13.2,10,41.54,177.65,180.75,29.61,132.58,233.49,6.74,1.63,4.17,56.1,54.17,58.82,56903.17,0.69,1.46,1.59,-756.026978,85.072586,-6.77292,20.434338,9.698807,6.358945,2.935721,4.772814,-0.93781,-0.860527,4.454947,-0.682085,0.724579
2,M0013_CS_0003,2.17,9.62,12.64,12,49.8,187.51,215.66,87.33,136.18,587.04,9.75,2.26,6.03,23.08,18.18,29.41,10861.44,0.57,1.75,1.13,-753.017883,79.697144,-7.582578,27.551886,9.925998,9.3598,2.214951,4.952626,4.05116,-1.697557,4.175945,-1.19774,1.524777
2,M0013_CS_0004,1.34,7.27,13.62,8,20.74,168.43,180.01,63.27,73.61,507.96,4.83,2.28,5.73,22.86,23.81,21.43,2237.38,0.48,2.1,0.82,-722.084534,103.294151,-13.970434,19.037998,5.216006,4.196169,3.62008,2.772974,3.320003,0.744439,3.237361,5.117285,0.974936
2,M0013_CS_1001,2.23,9.55,12.92,9,43.23,189.88,191.75,56.44,99.42,481.74,9.48,2,5.43,7.14,7.69,6.25,1672.08,0.56,1.78,1.01,-740.353882,89.881775,-3.172906,32.839756,13.974357,11.880699,1.928264,4.651134,3.657563,-2.286213,5.035396,0.987107,2.245108
2,M0013_CS_1002,2.21,9.61,13.28,8,47.65,201.47,209.37,53.09,124.83,345.6,10,1.5,5.27,34.15,33.33,35.29,105737.78,0.7,1.44,1.67,-778.304932,74.900177,1.45779,24.086327,12.475532,11.385704,4.971451,6.076855,5.289373,1.30439,5.041761,0.829883,2.620534
2,M0013_CS_1003,1.57,8.23,13.52,9,64.98,219.6,221.31,54.51,93.74,466.07,11.24,1.07,4.42,15.38,13.64,17.65,35961.81,0.62,1.6,1.18,-799.422791,58.225578,-5.294056,21.468431,11.642004,6.608465,6.508394,7.056814,5.583916,3.223012,5.8639,4.18058,2.506218
2,M0013_CS_1004,2.63,9.86,10.77,8,26.61,186.76,208.45,88.84,70.04,576.12,4.26,2.82,5.32,22.86,19.05,28.57,97982.5,0.65,1.54,1.85,-673.145508,120.302101,-24.342955,22.865227,3.138138,4.068685,-3.826183,4.087725,1.711419,-4.256661,8.582666,-0.032484,0.83736
2,M0014_CS_0001,1.76,7.84,17.31,5,15.54,181.19,177.71,39.23,106.47,483.37,7.66,2.87,4.58,59.52,57.69,62.5,10589.48,0.53,1.9,0.93,-699.555969,94.070587,-7.348505,31.068794,-0.006596,20.175407,-13.984979,-12.496653,-1.803364,-2.775749,-0.328985,-2.848953,-4.453444
2,M0014_CS_0002,1.52,5.4,19.87,8,13.74,195.29,201.2,68.37,59.76,581.51,6.99,2.57,4.1,43.9,41.67,47.06,64570.96,0.6,1.66,1.27,-749.426758,87.264488,15.756073,25.627344,-9.751398,10.156341,-9.34448,-8.918099,1.330483,-6.047505,-6.845007,-3.670143,-4.291523
2,M0014_CS_0003,1.84,7.92,17.2,10,33.91,195.99,208.27,69.97,119.67,541.85,8.07,2.97,5.1,48.72,36.36,64.71,64966.69,0.61,1.63,1.26,-757.089905,73.95256,3.57103,26.761671,-1.290498,16.309095,-5.673516,-12.517856,-2.504302,-1.673332,-3.489973,-5.930822,-3.348721
2,M0014_CS_0004,1.46,5.24,18.84,7,19.23,187.67,175.28,38.61,49.26,216.19,7.58,3.03,4.9,77.14,76.19,78.57,94129.42,0.3,3.31,0.29,-755.059631,78.253151,4.505805,24.170553,-4.025342,9.667176,-11.494883,-10.967845,0.664013,-2.885098,-3.427926,-2.807997,-3.413285
2,M0014_CS_1001,1.82,7.69,17.84,8,12.16,190.69,190.14,60.88,63.02,581.26,7.25,3.17,4.84,69.05,65.38,75,34394.02,0.68,1.48,1.51,-731.59314,82.318756,-7.193712,24.970369,0.273079,18.290953,-10.956484,-16.012449,-2.66161,-4.934096,-3.717197,-1.803271,-4.588962
2,M0014_CS_1002,1.32,5.97,19.51,10,29.97,200.87,218.42,67.77,69.1,609.48,9.2,2.28,4.2,48.78,50,47.06,42075.83,0.69,1.45,1.49,-789.540466,67.452301,10.851088,20.477947,-4.473314,5.810462,-5.30422,-9.396395,-2.749156,-6.412341,-4.990103,-1.081966,-6.129723
2,M0014_CS_1003,1.51,7.29,18.07,9,20.36,188.45,195.4,54.37,114.31,532.72,8.67,2.54,4.22,51.28,45.45,58.82,31058.25,0.69,1.44,1.49,-776.69165,62.899616,-0.75822,22.788742,-0.435873,11.729532,-5.873463,-12.287254,-4.888543,-6.340012,-5.151133,-0.826219,-3.818062
2,M0014_CS_1004,1.29,6.34,18.16,7,31.02,187.81,187.24,44.45,113.67,525.01,7.75,3.1,5.15,88.57,90.48,85.71,72404.5,0.65,1.54,1.38,-762.682251,76.849632,5.065705,20.632011,-7.120699,9.027962,-5.866736,-8.970806,-1.569332,-4.924954,-1.106003,0.005378,-4.985334
1,M0016_CS_0001,1.7,9.63,15.32,6,7.88,176.31,169.99,29.61,51.67,211.82,5.77,3.29,5.88,90.48,92.31,87.5,85336.52,0.87,1.15,2.03,-721.37738,90.591988,-3.130754,35.166134,5.397266,11.111352,-6.032591,-2.440906,-3.91697,-7.340607,2.709264,2.129013,-4.395648
1,M0016_CS_0002,1.64,8.55,14.58,8,16.83,158.44,160.11,51.3,53.27,527.53,5,3,5.22,100,100,100,148180.58,0.87,1.14,2.31,-724.709045,95.636421,2.466601,33.983814,3.708758,8.164037,-2.210459,2.203835,-2.59497,-4.071411,1.354177,-0.374446,1.172873
1,M0016_CS_0003,1.55,9.67,14.48,9,15.17,182.39,181.72,25.48,51.46,219,6,3,6.22,92.31,86.36,100,106549,0.78,1.28,1.82,-738.633423,83.641815,1.065556,31.326773,-0.633506,10.164321,-2.682999,-2.659253,-5.473567,-6.990667,1.290344,-1.585884,-0.360004
1,M0016_CS_0004,1.22,6.05,15.89,5,18.5,179.41,170.82,34.73,56.71,325.89,5.45,2.75,6.44,100,100,100,113776.88,0.92,1.09,2.41,-705.465149,103.622841,-0.910943,28.959408,-1.247355,9.5665,-4.756561,3.234457,-5.946844,-8.782368,5.616991,1.526796,-0.668902
1,M0016_CS_1001,1.62,8.57,15.58,4,7.45,178.01,173,29.16,102.35,216.85,4.78,3.98,5.78,85.71,80.77,93.75,149933.31,0.9,1.11,1.98,-696.781372,98.724144,-8.806276,36.525906,3.65492,10.586356,-9.207107,-3.686898,-5.741343,-6.404817,3.921115,-1.471603,-3.866943
1,M0016_CS_1002,1.64,8.56,14.24,10,26.61,165.51,161.22,31.53,48.05,208.15,5.87,3.24,5.58,95.12,95.83,94.12,113217,0.81,1.24,1.97,-712.610229,110.171898,8.340877,34.315754,3.22859,8.553857,-1.152999,0.983702,-3.816024,-5.211425,-0.224699,-2.940977,0.399505
1,M0016_CS_1003,1.78,7.89,14.68,8,20.58,183.46,179.6,27.08,50.76,236.12,5.25,3.81,6.11,84.62,77.27,94.12,83427.44,0.72,1.38,1.59,-724.904175,81.171585,-8.830041,34.520359,-0.012245,7.538081,-5.852866,-1.942647,-6.218077,-6.429298,3.192126,-3.549783,0.90868
1,M0016_CS_1004,1.36,7.12,16.7,2,4.66,183.6,175.06,23.03,109.61,206.07,4.2,2.85,4.73,100,100,100,85738.38,0.57,1.75,1.27,-702.403687,101.396332,-6.470584,29.798817,-1.070426,7.436043,-5.129071,1.906821,-8.364693,-9.035052,4.715149,-0.928822,1.521628
1,M0018_CS_0001,1.34,8.22,16.03,8,13.82,149.29,148.57,17.02,84.93,180.98,6.94,2.74,4.37,80.95,88.46,68.75,131916.27,0.84,1.2,1.85,-726.478882,101.227791,-12.780671,20.277266,1.254626,-7.763682,0.483223,1.66319,-7.106515,-1.565197,-2.332408,-3.062307,2.06012
1,M0018_CS_0002,1.44,6.96,15.3,8,19.65,153.65,155.48,33.82,85.8,431.78,5.83,2.91,4.01,95.12,95.83,94.12,101836.92,0.84,1.19,2.16,-706.052795,96.645386,-13.473642,31.440868,-4.74003,-3.186582,1.515697,0.425773,-7.002961,1.485301,-6.276153,-7.247911,5.893855
1,M0018_CS_0003,1.59,7.01,15.14,11,23.54,164.13,166.56,48.13,114.27,566.88,6.82,2.64,4.06,74.36,77.27,70.59,120006.81,0.76,1.32,1.64,-702.786682,95.753471,-22.149431,30.47139,-1.886424,-7.309587,-0.275915,-1.464165,-10.321956,2.944379,-1.268332,-5.026558,5.461663
1,M0018_CS_0004,1.21,5.97,16.19,6,13.44,162.18,159.57,19.5,81.77,239.85,5.96,2.01,3.13,100,100,100,95613,0.67,1.49,1.52,-709.094116,100.813187,-15.297871,21.951733,-12.576881,-12.15147,1.121821,3.31165,-7.030389,1.625011,1.639657,-1.681975,6.265929
1,M0018_CS_1001,1,6.55,17.66,7,8.85,147.37,148.4,15.82,94.81,182.11,6.53,3.21,4.73,83.33,80.77,87.5,92202.17,0.79,1.27,1.83,-732.317627,99.581444,-15.027437,24.322733,7.449531,-10.66862,2.475921,-2.375847,-13.800085,-4.154649,-5.069658,-3.659219,3.183904
1,M0018_CS_1002,1.17,8.01,16.65,5,14.66,150.53,156.47,62.96,94.6,609.69,6.28,3.18,4.78,100,100,100,134690.21,0.85,1.18,2.39,-727.054443,93.858269,-13.309718,31.671471,4.237339,-10.408925,1.359226,-0.476111,-9.907014,1.231017,-5.33521,-7.171766,5.499976
1,M0018_CS_1003,1.45,7.54,16.16,9,18.36,157.8,154.9,19.07,86.18,248.74,7.04,2.7,4.07,66.67,63.64,70.59,94006.31,0.73,1.36,1.7,-708.015808,96.822533,-20.693014,31.316259,2.232751,-7.087233,1.284539,-0.810514,-11.429029,1.416873,-1.663717,-5.950018,5.894175
1,M0018_CS_1004,1.3,6.78,16.74,6,15.82,157.4,158.14,43.6,80.53,560.51,6.44,2.33,3.76,100,100,100,78397.21,0.77,1.29,1.83,-713.41095,101.371315,-18.245634,22.819361,-6.129318,-13.874191,2.592889,1.871031,-10.236001,0.607516,0.617293,-2.404488,5.765964
1,M0019_CS_0001,1.91,8.3,13.5,12,41.15,139.31,143.59,44.14,75.36,545.5,8.48,2.6,4.85,42.86,50,31.25,34945.62,0.74,1.36,1.48,-693.257019,114.322983,7.843873,29.392805,-2.770225,25.347002,-3.381964,-2.9379,4.847351,-4.341342,-0.238725,-2.776586,2.212864
1,M0019_CS_0002,2.05,8.59,13.55,12,40.21,138.35,158.86,99.7,60.07,613.99,8.69,2.3,3.64,95.12,95.83,94.12,94356.25,0.78,1.28,1.72,-714.560974,111.295082,17.37183,29.87376,-5.67874,20.530733,-1.814462,-5.283779,5.284019,-4.257826,-3.7077,-5.04129,2.899904
1,M0019_CS_0003,1.71,9.22,14.39,13,39.34,144.15,153.63,66.26,60.18,621.05,8.86,2.14,3.88,51.28,50,52.94,45310.38,0.69,1.44,1.4,-717.352234,99.456169,-2.022333,25.57699,0.458668,21.884382,0.804551,-7.577694,1.666878,-2.552061,-2.005367,-2.101017,2.574164
1,M0019_CS_0004,1.75,7.87,13.16,9,31.91,144.32,141.56,39.69,51.62,362.73,6.05,2.65,3.97,71.43,71.43,71.43,3650.17,0.6,1.67,1.21,-668.792969,123.321358,-4.271109,23.829947,-9.851849,18.428127,-8.029082,-2.197295,6.967255,-7.350436,0.326725,-1.354817,4.305406
1,M0019_CS_1001,2.28,9.71,13.17,15,40.58,141.55,174.23,116.41,53.14,615.01,9.14,2.52,4.79,35.71,34.62,37.5,33587.06,0.48,2.09,0.84,-687.213013,115.26049,8.053282,34.57877,-3.083766,25.499851,-1.66667,-4.501454,3.810148,-6.457871,-1.44091,-0.197421,2.859717
1,M0019_CS_1002,2.24,7.58,13.48,13,42.62,129.05,145.99,77.3,65.34,575.2,10.02,1.9,4,68.29,66.67,70.59,54671.49,0.76,1.31,1.66,-743.781555,100.339104,16.341574,25.217823,0.335444,18.717409,-2.910735,-7.676954,6.356815,-4.217717,-4.218711,0.420269,3.524262
