category,filename,jitter,shimmer,HNR,nVB,perVB,med,mean,std,min,max,total_duration,speaking_rate,articulation_rate,PCT,PCC,PCV,vowel_space,VAI,FCR,F2,0,1,2,3,4,5,6,7,8,9,10,11,12
3,F0065_CS_1003,1.94,3.27,18.81,20,38.03,102.57,105.82,119.77,70.61,226.74,20.88,0.91,0.96,0,0,0,144250.3822,0.801653111,1.247422341,1.981549822,-656.16,103.09,-23.21,25.74,-23.24,6.98,-3.13,-4.12,-8.87,2.2,-2.31,-8.61,0.77
3,F0065_CS_1004,1.38,3.49,20.07,10,27.27,106.68,110.92,84.57,71.41,256.25,11.36,1.85,1.94,0,0,0,144250.3822,0.801653111,1.247422341,1.981549822,-677.53,105.27,-20.51,11.08,-23.51,7.19,2.27,-0.75,-8.44,5.45,-1.58,-11.25,0.25
3,F0067_CS_0001,1.149,7.391,18.629,18,74.243,196.257,204.032,22.672,72.374,533.743,32.98125,0.576084897,0.606405154,11.9047619,11.5384615,12.5,144799.2357,0.799975832,1.250037764,1.968913327,-783.832336,60.42358,-4.377396,25.986057,2.984299,6.507541,6.81887,-2.078573,-3.023769,5.181351,3.225091,-2.242677,4.230004
3,F0067_CS_0002,1.547,7.828,18.533,23,75.034,192.077,199.242,49.975,71.223,565.436,31.82306,0.471356306,0.502780059,9.7560976,8.3333333,11.7647059,143646.0798,0.798816649,1.251851725,1.964961759,-778.388184,64.476677,-2.565198,28.35614,3.68471,5.064666,4.394108,-2.136702,-4.482325,1.349231,1.190548,-6.383564,0.340705
3,F0067_CS_0003,1.722,8.487,16.882,23,74.698,196.084,200.783,51.696,70.86,569.438,39.66056,0.479065349,0.504279314,5.1282051,4.5454545,5.8823529,143920.7176,0.797761738,1.253507097,1.960735007,-814.229736,45.026592,-7.538821,15.446567,-1.241576,0.851284,4.619343,-4.433716,-3.367676,4.694697,0.022236,-2.195946,3.49259
3,F0067_CS_0004,1.305,7.53,18.877,14,79.452,179.002,172.492,28.79,78.059,282.944,36.06656,0.582256805,0.60998332,5.7142857,9.5238095,0,143920.7176,0.797761738,1.253507097,1.960735007,-788.111145,52.370255,-18.569742,12.367355,-5.841239,-1.809761,2.673981,-5.158594,-5.312559,5.596807,0.14768,-4.268429,2.222262
3,F0067_CS_1001,1.063,6.094,19.282,18,69.733,179.546,189.234,27.582,72.453,624.946,30.1875,0.563146998,0.596273292,0,0,0,143235.178,0.796434195,1.255596515,1.95294667,-818.996521,45.333775,-2.808132,19.051199,2.557865,2.281109,4.548169,-5.368268,-4.330444,4.736767,0.754598,-4.363282,1.947438
3,F0067_CS_1002,1.011,7.15,18.405,21,73.765,212.677,213.883,23.082,92.183,555.749,28.96387,0.448835049,0.483360822,7.3170732,8.3333333,5.8823529,142186.8335,0.794483772,1.25867895,1.943879772,-794.882263,58.417614,-7.000298,15.838505,-2.864424,0.030441,3.685066,-6.632456,-5.909204,3.365002,-0.129564,-5.264462,1.969403
3,F0067_CS_1003,1.617,8.807,16.795,19,77.956,181.968,192.102,35.537,75.501,586.117,32.90031,0.577502157,0.607897008,7.6923077,4.5454545,11.7647059,142314.612,0.793395744,1.260405047,1.938167986,-811.37146,52.973473,1.162016,17.658792,2.709335,4.735424,3.905121,-1.285482,-0.389449,4.468006,1.244286,-1.114269,3.18055
3,F0067_CS_1004,1.592,7.96,18.13,15,62.387,191.901,193.086,27.514,84.041,540.307,21.191,0.89660705,0.943796895,22.8571429,19.047619,28.5714286,142314.612,0.793395744,1.260405047,1.938167986,-788.524536,61.785435,-2.432968,19.932873,-1.923044,1.288932,1.526789,-6.183173,-5.393066,7.371339,2.919766,-6.341066,3.053066
0,M0154_CS_2002,2.2,11.06,9.73,5,16.28,123.82,121.97,16.42,79.5,196.71,3.62,2.46,4.87,95.12,95.83,94.12,198580,0.58,1.72,0.84,-669.075623,115.505745,-23.430695,42.431736,-0.392071,-10.344792,7.360123,4.314085,-5.717596,-0.502325,-3.841031,-4.754649,5.515374
0,F0156_CS_2004,1.81,6.41,15.62,6,14,234,225.92,47.79,82.87,440.19,3.64,2.4,5,100,100,100,233752,0.97,1.03,2.35,-675.896118,110.375687,-15.620568,22.848145,-27.473869,0.540398,-2.769835,-6.884502,3.473635,-2.939352,0.817565,-11.406857,-3.893827
0,M0155_CS_2001,1.65,10.21,11.9,7,11.13,129.46,134.32,45.4,80.06,485.79,4.54,3.18,5.35,100,100,100,230377.25,0.96,1.05,2.44,-678.121948,104.51371,-25.367336,36.715603,-7.151721,-9.336269,3.067192,-6.922077,-14.008452,4.943821,-1.784549,-7.696023,-0.46674
0,M0155_CS_1002,1.8,9.97,10.44,8,19.09,129.35,137.45,66.21,76.06,601.74,3.88,2.49,5.23,100,100,100,97876.5,0.89,1.12,2,-681.177246,97.982025,-20.889547,40.675072,-9.524394,-9.271274,4.971861,1.499684,-13.010866,3.000607,-4.101182,-5.639063,4.540045
0,M0155_CS_1004,1.46,8.36,12.5,5,13.33,140.05,134.01,18.27,76.48,158.87,3.69,2.5,4.81,100,100,100,150336.33,0.94,1.07,2.46,-669.134827,106.036392,-24.427868,31.066395,-19.458637,-10.788137,5.715963,-2.744773,-12.991896,9.050474,-1.719772,-4.202434,5.408787
0,M0154_CS_2004,1.75,8.87,11.34,5,11.98,129.45,127.69,16.96,73.6,150.59,3.23,2.04,4.41,100,100,100,177269.13,0.64,1.56,1.1,-656.154846,124.484932,-27.798618,27.144876,-11.347958,-8.387208,6.918182,2.564971,-3.745242,0.170655,-3.081238,2.297797,7.739253
0,F0158_CS_1001,1.52,5.2,18.17,7,10.95,258.03,252.3,37.09,180.38,335.58,4.59,3.4,5.88,100,100,100,301305.71,1.02,0.98,2.66,-678.076721,103.798019,-20.73377,33.258972,-17.32843,-1.910056,-4.833699,-10.901788,-2.350408,-10.217274,-2.061446,-11.595346,-12.573812
0,M0153_CS_2002,1.63,7.15,15.67,5,17.85,138.3,136.26,18.13,86.07,198.69,4.75,3.33,4.21,100,100,100,75556.55,0.75,1.34,1.42,-676.02655,122.114975,-15.617702,28.857927,-2.667686,-8.203312,-1.222738,-1.272605,-12.854085,-1.677149,-4.27929,-10.170708,0.490043
0,M0151_CS_2003,1.71,10.29,14.56,6,12.64,143.38,150.96,58.46,103.41,593.4,4.06,2.81,5.7,94.87,100,88.24,79921.75,0.8,1.26,1.78,-681.191956,112.255524,-1.353623,37.251461,-13.110611,3.148332,10.14959,-6.327552,-16.579958,4.363988,-4.620407,-5.39185,0.981457
0,F0159_CS_1002,1.84,7,16.36,9,27.61,196.79,194.03,35.13,94.91,263.78,4.41,3.21,4.99,100,100,100,410580.23,1,1,2.88,-706.699036,108.9366,-9.681812,16.428484,-9.750484,0.54925,0.784101,-5.0735,-7.137378,-3.226522,-1.722395,-2.148966,-5.787049
0,M0151_CS_1003,1.99,8.89,14.49,7,15.57,153.04,161.29,66.1,50.77,603.28,3.9,2.46,6.49,94.87,100,88.24,50862.44,0.82,1.22,1.92,-663.086365,116.337952,-4.10193,39.269333,-12.18492,5.756623,6.763511,-5.175124,-19.114405,4.777586,-2.538024,-7.232937,1.291191
0,M0152_CS_1003,2.49,12.36,9.97,8,30.13,119.97,128.35,70.25,58.75,529.72,3.95,2.71,6.27,94.87,100,88.24,13948.88,0.85,1.17,2.17,-655.2323,128.401459,-20.038004,35.28138,-6.432466,-3.649856,9.683936,-1.676709,-9.699897,1.434585,1.5001,-4.770536,0.612423
0,F0157_CS_1002,1.34,6.88,16.89,9,21.71,214.93,229.49,63.84,180.2,568.5,3.73,2.34,5.55,100,100,100,366807.4,1.1,0.91,3.08,-696.424866,104.188957,-6.913401,32.020931,-8.456307,0.10734,4.007443,0.659191,-7.537055,-2.158449,-3.326041,-6.002504,-5.318522
0,F0156_CS_1002,1.64,5.8,15.9,8,20.77,225.36,222.33,46.45,77.55,443.52,4.52,3.15,4.76,100,100,100,413502.37,1.02,0.98,2.84,-692.673889,104.97319,-18.23728,23.176622,-21.467218,-4.46861,-2.862621,-11.265654,-1.648156,-7.95803,-1.477687,-9.807425,-7.683216
0,F0156_CS_2001,1.65,5.73,17.08,9,13.54,231.49,229.86,47.86,84.38,338.89,4.2,3.06,5.55,100,100,100,324878.75,0.97,1.03,2.5,-697.369446,100.3731,-11.127978,28.630714,-19.494381,-0.511504,-6.624227,-10.421196,1.926096,-4.12322,-2.60291,-12.762395,-2.810159
0,F0160_CS_2001,1.6,5.67,18.57,10,14.53,247.82,238.61,49.19,62.78,331.79,4.6,3.36,5.65,100,100,100,279504.54,0.98,1.02,2.55,-667.108215,109.439827,-26.433516,16.458315,-18.045008,2.691655,-3.933367,-8.091071,-9.388375,3.271689,-5.34461,-12.58739,-1.504093
0,M0155_CS_1003,1.56,11.34,9.89,8,16.11,142.44,143.86,31.15,56.85,216.5,3.92,2.7,6.66,94.87,100,88.24,181207.38,0.9,1.11,2.09,-653.828979,101.749199,-29.689077,39.36253,-17.692177,-5.14782,3.88507,-5.624644,-15.777913,5.327392,-1.303807,-4.818764,4.572705
0,M0154_CS_2001,2.62,9.5,9.79,7,13.55,117.61,118.88,21.33,71.02,167.3,4.07,2.9,5.85,100,100,100,25325.29,0.65,1.55,1.09,-629.396729,129.129654,-35.018219,37.688972,-4.023907,-5.446682,2.954137,2.013318,-6.840507,-2.837904,-2.767239,-2.285036,4.616257
0,F0157_CS_1003,1.73,6,16.39,12,21.75,249.63,263.69,91.57,121.24,590.59,3.93,2.72,5.88,94.87,90.91,100,225935.94,0.97,1.03,2.3,-687.713867,102.294785,-12.120244,27.590269,-15.966735,1.445612,1.309537,-3.6388,-6.054837,1.407341,-3.41869,-6.752901,-2.852889
0,F0156_CS_2002,1.99,6.33,16.39,8,20.38,213.44,208.61,44.7,75.44,272.51,4.07,2.97,5.05,100,100,100,314756.4,0.98,1.02,2.73,-683.964111,109.163086,-11.969266,33.118534,-19.033461,-3.12067,-0.366179,-8.821593,-0.978905,-5.815579,-0.946086,-8.109754,-5.265244
0,F0160_CS_1003,1.75,5.68,16.04,11,21.65,276.6,269.75,51.17,82.47,407.7,4.29,3.14,6.04,100,100,100,237291.5,0.91,1.1,2.24,-667.895691,110.916786,-22.592916,16.06905,-23.043545,2.10565,-0.883157,-5.012102,-7.33472,-0.58339,-5.478724,-7.618025,1.959327
0,M0151_CS_2002,1.47,7.23,16.52,4,13.7,145.1,146.62,29.68,86.42,337.35,4.21,2.9,5.18,95.12,95.83,94.12,64209.95,0.9,1.11,2.51,-703.108948,115.839233,1.271284,34.368076,-2.847331,-3.222878,12.32533,-1.25882,-13.315416,3.995138,-3.622383,-6.142621,-0.211826
0,F0159_CS_1004,1.14,5.64,17.14,7,15.18,236.02,238.54,67.85,64.37,557.71,3.7,2.53,5.14,100,100,100,200729.88,1.01,0.99,2.76,-678.631226,118.207909,-14.897847,8.41164,-25.357578,1.227952,0.7843,-4.624726,-3.106869,0.70941,-1.19313,-4.362435,-3.064042
0,M0152_CS_1002,1.48,12.48,12.63,5,13.81,107.76,114.23,65.32,73.74,563.43,3.65,2.31,5.19,100,100,100,29998.83,0.81,1.24,1.76,-669.502991,125.220253,-14.031693,42.177937,2.190475,-5.259599,11.378919,2.959781,-7.658559,1.876182,-1.240581,-5.707541,2.542277
0,F0157_CS_1004,1.6,4.84,19.19,4,9.56,242.61,236.99,30.26,178.41,333.11,3.41,2.25,4.89,100,100,100,293136.88,1.01,0.99,2.28,-680.656372,113.984856,-16.186388,17.683783,-16.295603,-0.307933,4.279685,-2.012428,-6.497571,2.61958,-4.440036,-8.625059,-2.84572
0,M0152_CS_1001,1.56,11.02,13.04,6,11.47,108.94,112.11,20.53,73.2,173.18,3.7,2.59,6.17,92.86,92.31,93.75,82706.75,0.7,1.43,1.19,-649.258667,130.321259,-24.096258,41.310463,6.788451,-1.035091,7.456693,0.975394,-10.014421,-0.190651,1.208076,-5.005856,1.477984
0,M0151_CS_1002,1.86,9.47,14.45,5,18.01,137.04,139.04,13.75,99.78,174.94,3.94,2.72,4.78,95.12,95.83,94.12,88506.87,0.9,1.11,2.4,-666.659912,121.586578,-2.957105,42.596966,-2.566759,3.21109,5.843546,1.239438,-12.058267,2.652075,-0.906865,-5.900552,0.288544
0,F0160_CS_2002,1.6,6.06,16.83,8,24.84,239.75,233.34,35.62,84.94,312.58,4.34,2.86,4.54,100,100,100,327400.51,0.98,1.03,2.52,-724.595154,88.421906,-15.677346,16.297953,-13.051716,0.075973,1.075254,-6.94101,-8.764407,-0.382406,-3.868067,-5.130062,-2.418852
0,F0159_CS_1001,1.86,7.63,15.52,9,19.66,215.58,213.38,52.05,74.83,323.25,4.64,3.44,5.52,100,100,100,349087.23,0.96,1.04,2.37,-651.746338,120.0159,-27.028332,21.390657,-15.114182,-0.762141,-6.425583,-6.517611,-3.861454,-1.249871,-2.767057,-4.730408,-6.057733
0,F0157_CS_1001,1.72,6.1,18.03,7,10.59,251.34,249.06,42.84,177.8,423.67,3.83,2.65,7.18,100,100,100,258996.23,0.96,1.04,2.25,-690.962891,104.924454,-12.967725,27.832062,-10.857183,1.435042,-1.243316,-7.126361,-4.404793,0.100055,-4.676627,-8.20158,-2.390147
0,M0151_CS_1001,1.98,9.08,14.69,6,14.97,160.53,163.66,38.52,102.18,412.1,4.44,2.59,6.56,85.71,80.77,93.75,82613.56,0.92,1.08,2.15,-691.070984,114.861115,-0.86201,32.934158,-7.205891,1.54059,10.266112,-4.165426,-19.370253,3.294249,-0.809092,-5.354296,-0.14917
0,F0159_CS_2004,1.84,5.87,16.81,6,15.07,237.92,231.34,44.97,78.59,289.81,3.61,2.46,6.09,100,100,100,205678.58,1.05,0.95,3.07,-673.931274,112.970116,-17.875586,14.893921,-27.530661,0.412134,-0.500921,-6.699341,-4.391806,-0.846919,0.367007,-6.048231,-3.238585
0,F0156_CS_1001,1.63,5.74,17.92,8,12.07,242.52,243.15,51.42,51.53,367.03,4.37,3.27,6.11,95.24,96.15,93.75,312646.56,0.99,1.01,2.64,-657.881714,109.13459,-22.050257,30.802864,-25.897463,1.820777,-6.916934,-11.987253,2.108688,-4.486967,-3.337164,-13.693777,-4.005011
0,F0158_CS_2004,1.42,5.11,17.98,6,14.36,246.46,239.63,23.66,192.66,296.89,3.75,2.61,4.6,100,100,100,136999.75,0.93,1.07,1.99,-675.32959,102.917221,-21.170494,28.298418,-26.727997,1.730886,5.795817,-3.151821,1.806671,-5.227645,1.97279,-8.268071,-8.81973
0,F0157_CS_2003,1.36,5.27,16.34,11,21.11,259.34,259.56,75.57,82.05,617.94,4.4,2.88,5.56,100,100,100,249458,0.87,1.15,1.88,-692.498535,101.01091,-17.820633,21.595888,-20.270929,-4.900226,1.334436,-4.944407,-8.637776,-1.511019,-3.092118,-7.862747,-4.408433
0,M0155_CS_2002,1.34,8.46,13.17,8,20,128.94,131.17,55.35,56.19,560.37,4.45,3.02,4.31,100,100,100,67167.97,0.97,1.03,3.24,-690.861145,98.669914,-16.911758,41.034348,-5.097938,-9.757835,5.355604,1.094708,-13.858874,4.508387,-2.633225,-5.240499,4.546654
0,F0159_CS_1003,2.04,7.11,15.04,10,28.16,252.76,238.01,62.95,59.27,360.34,4.51,3.32,6.02,100,100,100,230146.94,0.98,1.02,2.53,-671.390076,111.40731,-17.625687,15.523069,-23.428556,2.657469,-4.664456,-6.547566,-6.30193,-0.537199,-1.534019,-5.491625,-3.409926
0,F0158_CS_1004,1.27,4.77,19.42,4,10.25,242.28,245.13,37.69,163.79,419.33,3.72,2.54,5.5,100,100,100,263075.92,1.02,0.98,2.3,-690.642395,100.539398,-18.792208,27.369463,-22.229277,-0.454765,6.362741,-4.695417,-0.185198,-4.700013,0.590235,-8.432975,-9.182376
0,M0155_CS_1001,1.64,10.14,10.75,4,8.21,133.78,137.37,27.02,74.87,201.67,3.91,2.53,6.33,100,100,100,184680.44,0.89,1.12,2.1,-672.797546,100.211563,-29.632601,35.318378,-11.669909,-8.841579,5.084398,-5.692871,-15.809319,6.176198,-2.308464,-5.12583,1.270396
0,F0158_CS_1003,1.81,6.16,15.97,10,18.23,244.48,242.71,66.66,87.88,537.13,4.31,3.18,5.65,94.87,95.45,94.12,279285.62,1,1,2.68,-665.858337,108.134979,-17.405321,36.481339,-25.332357,-0.551271,-0.103424,-10.363406,-0.447406,-8.764744,-1.14298,-7.291898,-9.237724
0,M0154_CS_2003,2.71,11.43,9.94,6,15.67,128.09,132.1,27.96,80.49,268.71,3.73,2.54,7.47,100,100,100,6053.38,0.77,1.3,1.67,-643.975952,120.349525,-31.752729,41.869488,-4.954968,-7.67492,6.685472,0.870957,-8.458963,-1.021533,-4.016627,-3.4387,5.623505
0,M0154_CS_1004,1.79,7.4,11.08,5,11.38,142.88,138.9,17.54,79.67,166.57,3.18,2.02,5.46,100,100,100,88937.08,0.69,1.45,1.24,-671.400391,119.344048,-25.368107,20.491257,-14.655787,-11.593828,6.966481,1.71516,-9.017957,1.595866,-1.558717,2.216314,6.44613
0,F0158_CS_2002,1.32,5.94,16.98,6,18.99,223.5,212.71,49.93,56.91,274.17,4.16,2.76,5.07,100,100,100,305147.12,1.05,0.95,3.22,-696.687866,97.579224,-13.432653,42.373524,-14.093556,-4.438666,4.069848,-7.735555,-0.303023,-8.889455,-1.07045,-2.898654,-9.533653
0,M0152_CS_1004,2,9.24,10.85,6,13.38,117.81,114.08,17.49,75.44,166.14,3.43,2.19,5.93,100,100,100,286248.38,0.69,1.46,1.23,-625.072083,141.224915,-23.622248,34.022053,-8.529374,0.023468,5.555894,0.000879,-5.306588,2.877415,2.057662,-3.422012,4.048346
0,M0151_CS_2001,1.9,8.9,14.76,5,9.96,151.82,148.37,21.52,69.15,181.53,4.29,3.02,5.62,100,100,100,79991.02,0.86,1.16,1.94,-690.406372,116.68158,2.272758,34.200569,-11.788498,-0.648639,13.337949,-4.903222,-18.999016,3.847658,-3.836718,-6.620594,-0.175989
0,F0156_CS_1003,1.79,6.51,15.59,11,22.5,271.48,276.2,78.7,161.33,624.01,4.33,3.19,5.64,94.87,100,88.24,247367.12,0.92,1.09,2.14,-668.887634,108.445457,-21.074413,24.161932,-29.422209,-1.039235,-2.387354,-9.254894,-0.676311,-4.394555,0.633766,-10.093545,-3.527333
0,F0158_CS_2003,1.89,5.97,15.76,10,16.44,243.46,241.82,40.77,75.72,375.49,4.32,3.14,5.73,100,100,100,275985,0.96,1.04,2.47,-673.140686,100.638954,-19.490185,37.024731,-23.071655,-0.227807,-0.829975,-8.592525,-0.552344,-8.034915,1.031059,-6.147215,-9.02272
0,M0153_CS_2004,1.18,6.03,16.08,4,8.31,153.81,149.11,18.89,99.03,179.04,3.84,2.64,4.55,100,100,100,105826.88,0.84,1.19,1.71,-658.595642,120.45974,-23.590155,19.134024,-22.737093,-6.648365,-0.982291,-0.545307,-10.562327,-0.164772,5.088185,-8.213318,5.445883
0,F0156_CS_1004,1.79,5.63,16.74,5,13.98,244.73,238.37,41.45,70.89,392.15,3.96,2.81,4.27,100,100,100,285763.67,0.99,1.01,2.99,-666.374084,112.547768,-20.132208,18.633745,-31.339752,1.587283,-1.912703,-7.735937,2.581127,-1.67465,1.413626,-11.14193,-5.798543
0,F0160_CS_1004,1.32,5.05,18.89,6,12.82,268.52,262.58,36.47,155.89,337.34,3.53,2.32,5.6,100,100,100,310600.58,0.99,1.01,2.11,-682.881287,110.083313,-25.943275,2.399162,-20.716524,2.437601,0.68355,0.030462,-7.750243,0.837342,-3.276429,-11.104629,0.052125
0,M0152_CS_2001,1.78,9.79,11.64,6,9.2,124.69,130.82,25.39,81.4,181.3,4.09,2.74,6.2,100,100,100,150245.15,0.69,1.44,1.2,-628.491455,127.297546,-29.989073,40.774624,-4.380006,1.882068,5.199795,2.179379,-9.42454,-2.521173,1.505518,-4.796607,2.570675
0,F0158_CS_2001,2.01,5.98,16.03,5,6.71,249.8,230.85,62.31,85.51,414.55,4.15,2.98,5.38,100,100,100,312450.75,1.01,0.99,2.51,-659.591003,108.469643,-20.824551,43.740681,-17.685131,-0.914885,-0.389267,-8.003422,-0.750588,-10.296028,-1.258836,-11.338036,-11.358497
0,M0153_CS_1004,1.33,5.04,16.17,6,14.77,169.32,160.93,20.76,90.01,192.48,3.98,2.84,3.52,100,100,100,91197,0.82,1.22,1.68,-668.860168,119.156593,-20.835163,16.722872,-22.207605,-11.568228,-2.912917,3.509118,-9.573169,-2.057337,6.377311,-8.339865,-0.508492
0,M0153_CS_1001,2.14,8.37,13.52,6,14,127.42,132.71,52.08,63.98,590.47,4.88,3.66,4.64,100,100,100,13553.23,0.69,1.46,1.14,-648.731628,132.056442,-22.158384,33.436226,-1.267181,-5.538214,0.233104,-2.466546,-12.083714,0.988315,0.847266,-9.192056,-1.510963
0,M0154_CS_1001,2.46,11.24,10.83,6,12.55,135.54,133.79,28.64,51.71,191.13,3.65,2.46,5.68,100,100,100,39875.96,0.77,1.3,1.61,-667.681641,116.300385,-28.057293,33.365063,-1.398376,-7.379778,7.187018,0.668029,-12.060398,1.02365,0.231153,-1.174481,4.776568
0,F0156_CS_2003,2.07,7.11,13.78,10,24.33,250.69,232.68,76.75,57.2,486.61,4.15,2.54,5.91,89.74,90.91,88.24,239372.75,0.91,1.1,2.2,-682.68219,107.814705,-12.213594,25.807611,-24.307266,1.491218,-2.029624,-7.875565,1.274874,-3.379933,1.17374,-9.320731,-4.765121
0,F0159_CS_2001,1.57,7.73,16.17,12,25.92,196.23,199.78,48.96,73.35,312.75,4.77,3.21,5.92,100,100,100,276244.42,0.95,1.05,2.18,-727.02417,94.680794,-7.842824,18.355715,-13.898571,-3.978759,-3.807515,-7.483925,-3.800097,-2.942216,-1.688549,-4.256658,-5.565753
0,F0158_CS_1002,1.6,5.89,16.53,7,17.62,224.11,230.62,62.74,93.77,562.02,4.07,2.74,5.12,100,100,100,361152.36,1.06,0.94,3.08,-694.697876,101.74334,-12.392724,38.03928,-13.150489,-1.463544,2.643272,-5.95104,0.463086,-9.129846,-0.467163,-6.083906,-9.69559
0,M0151_CS_2004,1.49,7.81,16.33,4,7.52,146.12,152.15,64.33,60.93,596.46,3.54,2.3,5.23,100,100,100,86284.25,0.96,1.04,2.36,-687.511108,117.749771,6.533526,27.722216,-26.738989,-0.892214,12.033733,-4.879441,-11.160155,2.515605,-7.115482,-2.828139,2.072563
0,M0155_CS_2003,1.61,9.43,10.69,8,17.6,141.81,149.53,63.16,78.2,547.14,4.47,3.27,5.2,100,100,100,204900.94,0.91,1.1,2.11,-650.261108,99.7911,-29.210117,43.756962,-17.397482,-4.409102,2.926206,-3.419446,-14.842463,5.155733,-0.925882,-7.164587,5.51883
0,F0160_CS_2004,1.38,4.91,20.42,6,15.72,259.89,258.14,54.19,60.99,556.15,3.68,2.46,5.28,100,100,100,277157.83,0.97,1.03,2.16,-677.53302,105.269852,-20.514959,11.084751,-23.511148,7.188653,2.272019,-0.748133,-8.436012,5.447158,-1.577864,-11.248702,0.253547
0,F0157_CS_2002,1.69,5.95,16.87,8,18.29,216.81,219.65,43.46,54.17,463.14,4.36,2.94,4.42,100,100,100,367570.75,1.14,0.88,3.42,-714.267456,94.639626,-10.195893,25.610371,-11.241424,-5.102888,-0.428102,-4.49502,-10.835407,-3.169311,-2.909926,-5.968183,-6.828316
0,F0159_CS_2003,2.67,9.23,11.57,12,24.24,198.28,208.23,75.19,72.73,493.05,4.35,3.19,5.64,100,100,100,336281.94,1,1,2.62,-680.621765,108.553169,-12.942404,19.860626,-25.475435,-1.440114,-2.373179,-5.859957,-5.251897,-1.120363,-0.832692,-4.494246,-3.907948
0,M0152_CS_2002,1.91,12.25,10.68,5,14.87,125.32,127.41,23.81,82.22,243.01,3.86,1.98,5.06,100,100,100,17863.28,0.75,1.33,1.31,-685.525085,111.517868,-17.38722,41.405079,-0.109698,-8.161713,10.921097,2.588005,-9.470664,-1.63093,-0.911015,-3.579885,0.995413
0,F0160_CS_1001,1.64,5.69,16.91,12,17.28,251.64,250.57,37.37,167.11,347.37,4.33,3.1,6.46,100,100,100,46856.25,0.85,1.18,2.09,-687.413696,108.404915,-22.311666,13.303116,-16.101004,-0.695483,-2.798944,-9.318657,-6.669524,3.735148,-4.412817,-10.309205,-1.197552
0,M0151_CS_1004,1.83,7.31,14.22,4,9.35,151.83,153.83,61.72,69.84,581.86,3.36,2.06,5.81,100,100,100,33250,0.85,1.18,1.93,-671.240234,122.703972,3.471973,30.001974,-22.48391,1.860628,10.433381,-0.911907,-12.669001,2.943239,-4.5723,-3.237185,4.099028
0,M0153_CS_1003,2.06,6.68,13.41,7,14.28,151.44,157.17,48.48,79.03,527.76,4.64,3.46,4.91,100,100,100,198351.38,0.89,1.12,1.98,-670.607605,114.899467,-23.258062,25.759596,-10.650701,-9.620448,-4.980233,-2.938719,-14.736151,-3.100017,0.277679,-10.417111,1.371058
0,F0159_CS_2002,2.14,7.69,14.38,9,25.29,193.85,198.28,53.79,70.99,399.43,4.51,3.34,3.9,100,100,100,267234.62,1.07,0.94,3.36,-723.496155,97.61451,-3.204306,26.664207,-10.600978,-4.795156,-0.155732,-3.369317,-4.330061,-4.783894,-1.189748,-1.956543,-6.675759
0,F0160_CS_1002,1.73,6.55,15.19,7,22.43,237.9,236.58,28.17,164.4,302.17,4.06,2.66,5.27,100,100,100,293542.86,0.94,1.06,2.57,-731.140747,88.368248,-13.612823,22.225466,-9.118221,-4.160736,2.262653,-6.070934,-6.156989,-1.732418,-5.614488,-4.778094,-1.785081
0,F0157_CS_2004,1.36,4.67,18.66,5,11.76,246.74,248.72,61.08,179.11,608.05,3.86,2.68,4.85,100,100,100,398570.04,1.1,0.91,2.85,-705.908386,99.895561,-23.148129,12.397573,-17.278524,-7.434743,2.431363,-4.358043,-7.613044,-1.119641,-3.398372,-8.275903,-5.977565
0,M0154_CS_1003,2.41,12.43,10.79,8,16.53,143.31,143.58,21.73,87.96,181.67,3.57,2.4,7.5,100,100,100,94636.31,0.87,1.15,2.33,-680.499756,110.365501,-24.483343,31.273447,-5.418586,-9.642791,5.120353,-0.428918,-10.614619,1.051114,-2.565286,-1.656147,6.447476
0,F0160_CS_2003,2.05,6.27,15.18,13,24.06,266.48,269.39,64.82,107.17,590.67,4.5,2.98,5.38,100,100,100,209400,0.92,1.08,2.07,-656.161316,103.088715,-23.214935,25.738588,-23.235029,6.97693,-3.129961,-4.122229,-8.866687,2.196835,-2.309091,-8.608063,0.765469
0,M0155_CS_2004,1.53,8.47,12.96,6,13.42,133.91,136.25,51.71,74.33,522.75,4.06,2.86,4.9,100,100,100,167490,0.97,1.03,2.49,-655.053955,115.175064,-24.14192,31.57091,-22.734756,-11.381107,6.941967,-1.896198,-11.885082,8.761982,-0.227081,-5.574155,4.447975
0,M0152_CS_2004,1.96,9.63,11.41,7,11.98,135.12,141.95,58.3,82.99,547.3,3.47,2.25,5.78,100,100,100,82272,0.82,1.22,1.53,-647.144714,125.355049,-22.456097,29.625973,-14.662726,-0.704244,2.883596,1.561957,-4.627857,-2.30527,2.900965,-2.016712,3.299606
0,M0153_CS_2003,1.7,7.71,14.69,10,17.04,151.65,159.82,66.03,92.68,580.55,4.56,3.38,5.33,100,100,100,207078.19,0.9,1.11,2.04,-674.563782,113.434723,-21.37644,25.295908,-11.350397,-7.617132,-5.31361,-4.426014,-13.347523,-2.231704,-0.741132,-10.614427,3.512925
0,F0157_CS_2001,1.5,6,18,8,15.93,243.79,236.73,42.69,64.2,322.19,4.31,3.16,5.7,100,100,100,304040.12,1.03,0.97,2.85,-673.822693,105.624367,-21.844454,28.77844,-16.758184,-4.48016,-2.546567,-7.298483,-6.881269,-3.2188,-5.54368,-7.916445,-5.928087
